17.7,3341.8,3787.2,5336,6320,6,7,0,0,1,1446.8,2659.3,2,0
23354,2465.6,3631.8,1488,7004,3,7,1721,890.22,1,1140.9,2676.5,1,1
42353,3761.4,3730.2,6512,3340,6,5,1721,890.22,1,1824.6,1556.9,2,0
63971,3130.3,7943.6,2136,6388,3,5,NaN,1383,0,498.6,1216.1,2,0
87757,4178.8,5743.7,10016,7575.9,11,9,NaN,1383,3,3018.1,2808.5,2,0
1.1902e+05,4961.9,7400.3,2040,10014,1,3,NaN,2280,1,NaN,4330.5,2,0
1.4774e+05,8063.7,4152.1,6623.9,8788,8,6,NaN,2280,1,1839.4,3176.2,2,0
1.7902e+05,3458.4,8509.9,2880,10006,5,8,1764.5,888.67,4,1558.8,3613.2,2,0
2.0806e+05,9054.2,3382.6,7408,10012,10,5,1764.5,888.67,2,2366.2,3422.3,2,0
2.4225e+05,4187.1,15837,728,7636,2,7,1702.7,1011.5,1,893.63,2012.4,1,1
2.7485e+05,5279,6600.6,7127.9,10013,7,9,1702.7,1011.5,1,2116.7,3789.7,2,0
3.0787e+05,4186.9,9202.8,2791.9,10013,3,6,2927.8,882.83,2,1634.5,2824.6,2,0
3.381e+05,3057.2,4181.1,8216,10004,4,6,2927.8,882.83,1,2584.8,3888.8,2,0
3.6741e+05,4988.2,9895,944,6244,2,3,1564.2,1815.8,1,968.66,2921.6,2,0
3.9388e+05,9235.9,2678.1,5808,10016,5,3,1564.2,1815.8,1,1650.2,738.22,2,0
4.2569e+05,2036.9,5485.5,1312,5692,3,7,1140.1,672.78,1,859.35,1759.2,1,1
4.4422e+05,5578.5,2488.8,7784,8663.9,10,7,1140.1,672.78,4,2103,2871,2,0
4.7311e+05,5059.8,3428.3,4400,10016,3,3,NaN,1488,1,1148.3,5183.1,2,0
5.0057e+05,3997.8,5506.6,6943.9,10006,7,6,NaN,1488,1,1962.9,1804.5,2,0
5.3124e+05,2610.1,3756.1,1112,4228,2,4,1298.3,906.85,1,896.08,1923.3,2,0
5.4742e+05,5685.6,2385.7,5384,4008,5,5,1298.3,906.85,1,2410.7,1355.5,2,0
5.6892e+05,2977.6,7887.8,1224,10010,2,4,8649.6,615.2,1,594.04,4406.4,2,0
5.9496e+05,2599.5,2392.1,4728,10018,4,7,8649.6,615.2,1,1693.2,1782.2,2,0
6.186e+05,2516.1,6715.4,840,8356,2,7,1287.2,901.76,1,817.51,2207.5,2,0
6.4152e+05,8050.6,1895.8,4160,6552,4,6,1287.2,901.76,1,1285,2270.9,2,0
6.6632e+05,3781.2,9151.7,3488,7363.9,5,10,864.08,683.12,4,1006.3,2573,2,0
6.9461e+05,4331.8,3614.5,10014,10013,10,13,864.08,683.12,4,2918.8,3334.4,2,0
7.2672e+05,5165.9,4086.8,1512,6616,3,7,2847.7,648.86,1,977.06,2186.8,2,0
