17.7,7841.6,2514.5,6248,3276,6,5,0,0,1,2524.9,1289.1,1,1
23687,3033.7,2632.7,968,6552,3,7,4418.2,329.16,1,1143.6,2607.8,1,1
40535,5011.9,1037.4,5919.9,1076,6,3,4418.2,329.16,1,2539.9,427.45,1,1
58166,1345.5,4101,1000,6572,2,3,5613.4,570.6,1,294.16,3362.3,1,1
75163,8368.8,1509.8,8072,976,11,3,5613.4,570.6,3,2498.3,433.23,2,0
98249,3660.6,7967.2,2096,8860,4,9,3198.3,324.57,2,1143.9,3546.2,1,1
1.2459e+05,5132.3,1846.6,6463.9,1404,8,3,3198.3,324.57,1,2414.9,656.91,1,1
1.4369e+05,1804.7,4584.6,3920,8936,5,9,1728.7,402.3,4,817.99,3537.4,1,1
1.6691e+05,6114.5,977.1,9208,2912,10,4,1728.7,402.3,2,2926.2,799.91,1,1
1.9026e+05,2097.9,5545.4,1271.9,8356,2,5,5316.6,667.8,1,627.91,2698.1,1,1
2.1208e+05,10628,4071.1,6264,5536,9,4,5316.6,667.8,2,2162.8,2692.3,1,1
2.424e+05,1442.4,7580.7,1456,9624,2,5,6597,879.67,1,554.37,3203.1,1,1
2.6707e+05,5592.1,2567.8,5976,2596,4,3,6597,879.67,1,3022,1413.4,1,1
2.8764e+05,2395.8,8390.7,1936,7843.9,2,3,5910.7,1585.2,1,1006.9,3522.7,2,0
3.1239e+05,7901.9,1725.8,6600,436,5,2,5910.7,1585.2,1,2618.9,604.11,1,1
3.3273e+05,1110.2,4400.9,1440,8508,3,7,6414.6,360.28,1,472.36,3438,1,1
3.5193e+05,6106.4,4269.4,2336,788,3,3,484.8,925.6,1,528.32,795.5,2,0
3.6986e+05,1499.5,8134.9,1752,9491.9,3,7,5785.6,678.86,1,663.82,3329.3,2,0
3.9505e+05,4887.1,4197.7,5528,2992,6,4,5785.6,678.86,1,2439.7,1586.7,2,0
4.164e+05,2326.6,6934,3640,10013,4,5,6225.9,1251.4,1,1320.2,2851.7,2,0
4.4299e+05,4357.5,4387.6,5975.9,1067.9,5,2,6225.9,1251.4,1,2108.9,690.07,1,1
4.6305e+05,3068.8,8485.8,2352,8780,3,8,2798.2,559.94,2,494.38,2150.5,2,0
4.8956e+05,7000.5,2542.3,6976,840,4,3,2798.2,559.94,1,3389.7,837.11,1,1
5.1139e+05,3995.5,5772.8,6032,9440,7,11,1588,381.3,4,1683.8,2266.5,1,1
5.4067e+05,5864.2,3272.3,6663.9,2728,4,2,1588,381.3,1,2768,1807.4,1,1
5.6357e+05,7681.8,8946.8,2312,10002,3,3,NaN,1596,1,704.56,5167.1,2,0
