TrialStart,S1_PlanTime,S2_PlanTime,S1_MoveTime,S2_MoveTime,S1_NMoves,S2_NMoves,TimeTarget,TimeNonTarget,NTargets,S1_MoveSTD,S2_MoveSTD,Feedback,Accuracy,Signal
1134400.0,3647.4,818.0,1128.0,3688.1,3,5,2362.1,360.63,1,426.51,1527.6,1,1,1.0
1147500.0,9159.6,2996.7,4968.0,3511.9,11,5,695.53,360.18,3,1451.7,925.8,2,0,15.0
1172000.0,2751.1,1555.8,1327.9,3300.0,3,5,1950.1,353.97,1,525.47,1258.6,1,1,1.0
1185000.0,2849.9,1324.7,3496.0,2076.0,5,6,2203.5,324.17,1,1219.6,713.62,1,1,1.0
1199200.0,3931.9,2861.2,2728.1,6624.0,5,15,682.05,343.59,4,855.08,1710.6,2,0,15.0
1219400.0,12472.0,2095.3,6816.0,2531.3,10,5,1902.9,343.17,2,2555.6,731.06,2,0,15.0
1247200.0,5439.1,3240.4,2600.1,6147.9,5,13,706.87,419.93,3,892.69,1678.8,2,0,15.0
1269200.0,13346.0,1633.2,6232.0,2420.0,10,5,1609.3,329.9,2,2234.1,804.08,2,0,15.0
1296500.0,5679.2,3775.6,2760.0,5295.9,6,9,1032.2,456.57,2,1348.3,1612.7,1,1,inf
1317600.0,9963.4,1773.6,8263.9,2956.0,14,6,1373.8,332.65,3,2697.0,965.21,2,0,15.0
1344800.0,1693.0,1153.0,880.0,3584.0,3,7,1860.4,259.12,1,328.03,1252.3,1,1,1.0
1356100.0,3032.5,1411.8,3704.0,872.0,5,3,2479.0,307.0,1,1590.0,306.16,1,1,1.0
1368800.0,2185.4,935.1,656.0,3263.9,2,5,1954.7,328.4,1,288.5,1082.9,1,1,1.0
1380000.0,5818.2,2270.8,4800.0,3048.0,6,3,3152.9,263.77,1,2079.3,1077.1,1,1,15.0
1400100.0,4362.9,92.1,2984.0,5264.0,4,7,1406.2,522.88,2,1099.8,2022.6,2,0,8.0
1417200.0,12965.0,1225.3,6288.0,3140.0,9,5,1853.8,367.4,2,2430.6,988.91,2,0,15.0
1445200.0,2022.5,618.6,3248.0,5788.0,6,8,750.0,805.5,3,1014.5,1996.6,2,0,9.0
1460500.0,9387.6,1602.0,8832.0,2871.9,11,6,2469.1,444.74,2,3039.5,957.91,1,1,inf
1487900.0,8940.8,903.0,3128.0,5552.0,4,8,1027.2,509.62,3,1635.8,1910.0,2,0,9.0
1510300.0,15740.0,1359.7,5776.1,1912.0,6,3,1834.7,366.2,2,2391.3,684.39,1,1,10.0
1539200.0,3050.6,52.5,2360.0,6116.0,6,8,1217.5,635.4,2,972.82,2229.9,2,0,8.0
1555300.0,12699.0,2265.2,4944.0,2448.0,6,4,1729.8,401.47,2,2130.1,591.24,2,0,10.0
1582000.0,2696.5,857.1,744.0,2920.0,2,5,1758.4,276.53,1,339.41,998.88,1,1,1.0
1593600.0,12403.0,2518.6,5496.0,2672.0,6,6,1957.0,412.63,2,2281.2,783.27,1,1,inf
1621000.0,8299.9,1685.7,1640.0,7508.0,3,17,704.92,361.69,4,645.99,2022.9,2,0,15.0
1644100.0,7575.3,1180.1,4400.0,1876.0,6,4,1490.9,390.07,2,1852.4,462.66,2,0,10.0
1663600.0,1185.5,773.0,712.1,3164.0,2,5,1984.2,311.93,1,265.8,1073.6,1,1,1.0
1673400.0,16852.0,1684.7,8456.0,2072.1,16,6,1175.0,312.36,4,2381.8,664.13,1,1,15.0
1707000.0,2136.1,692.8,2615.9,5844.0,6,17,523.75,286.08,4,869.48,1653.1,1,1,15.0
1722300.0,13184.0,1116.4,6832.0,1440.0,9,5,2221.9,354.02,2,2849.7,444.44,2,0,10.0
1748600.0,1095.9,1306.2,711.9,3100.1,2,3,1854.2,629.8,1,282.84,1295.8,1,1,1.0
1759000.0,5953.0,895.7,5392.0,1280.1,6,5,1872.7,447.57,2,2207.4,387.96,2,0,10.0
1776400.0,1080.3,558.1,1080.0,2944.0,3,5,1736.4,326.5,1,389.54,1120.2,1,1,1.0
